bez;ujahr;umonat;ustunde;uwochentag;ukategorie;uart;utyp1;ulichtverh;istrad;istpkw;istfuss;istkrad;istgkfz;istsonstige;ustrzustand;geometry
5;2021;12;12;2;3;6;4;0;0;1;1;0;0;0;0;POINT (13.18784882 52.53430259)
4;2021;12;23;6;3;5;2;2;0;1;0;0;0;0;0;POINT (13.31683989 52.50128991)
1;2021;12;6;2;3;2;2;2;0;1;0;0;0;0;0;POINT (13.39598543 52.53826009)
2;2021;12;23;2;3;0;1;2;0;0;0;1;0;0;2;POINT (13.40559029 52.48554722)
2;2021;12;20;2;3;4;6;2;1;1;0;0;0;0;0;POINT (13.43259573 52.52381837)
12;2021;12;14;1;3;2;6;0;0;1;0;0;1;0;1;POINT (13.32816514 52.56456166)
2;2021;12;13;5;2;0;1;0;1;1;0;0;0;0;0;POINT (13.42127491 52.49308586)
8;2021;12;21;4;3;3;6;2;1;0;0;0;0;1;0;POINT (13.43637251 52.48345923)
11;2021;12;18;4;3;3;6;2;0;1;0;0;0;1;0;POINT (13.47670696 52.53315575)
1;2021;11;17;1;3;1;5;2;0;1;0;0;0;0;1;POINT (13.33677877 52.5554894)
4;2021;12;7;3;3;2;6;0;0;1;0;0;0;0;0;POINT (13.29410394 52.53420445)
1;2021;12;8;4;3;6;2;0;0;1;1;0;0;0;1;POINT (13.42122764 52.50986843)
5;2021;12;2;6;3;5;2;2;0;1;0;0;0;0;1;POINT (13.18476197 52.54751179)
11;2021;11;5;2;3;6;2;2;0;1;1;0;0;0;1;POINT (13.50342264 52.50971262)
1;2021;12;18;6;2;2;1;2;0;1;0;0;0;1;1;POINT (13.38265749 52.55615955)
6;2021;12;14;1;3;5;3;0;0;1;0;0;0;0;0;POINT (13.31491702 52.43048991)
3;2021;12;17;3;2;5;2;2;0;1;0;0;0;0;0;POINT (13.44954936 52.5371906)
9;2021;12;9;3;3;3;6;0;0;1;0;0;0;1;0;POINT (13.58170469 52.44103731)
11;2021;12;17;4;3;5;2;2;0;1;0;1;0;0;1;POINT (13.48734506 52.50136598)
1;2021;12;7;1;3;2;6;1;0;1;0;0;0;0;1;POINT (13.35870252 52.55373507)
5;2021;12;3;6;2;5;7;2;0;1;0;0;0;1;2;POINT (13.20648957 52.54328567)
2;2021;12;20;3;3;5;7;2;1;1;0;0;0;0;1;POINT (13.4603846 52.50889675)
3;2021;12;5;2;3;5;2;1;0;1;0;0;0;1;0;POINT (13.38023233 52.5749532)
10;2021;12;17;4;2;9;1;2;0;0;0;1;0;0;1;POINT (13.51918423 52.53157929)
2;2021;12;14;5;3;5;3;0;0;1;0;0;0;0;1;POINT (13.44044866 52.4966704)
9;2021;12;17;1;3;1;5;2;1;1;0;0;0;0;0;POINT (13.57783394 52.45680071)
3;2021;12;17;2;3;5;3;2;1;1;0;0;0;0;1;POINT (13.44225232 52.54679393)
9;2021;12;16;3;3;2;2;2;0;1;0;0;0;0;0;POINT (13.58226378 52.44255516)
12;2021;12;16;4;3;2;2;2;0;1;0;0;0;0;0;POINT (13.31231014 52.60453689)
2;2021;12;5;7;3;5;3;2;0;1;0;0;0;0;1;POINT (13.40197659 52.492472)
9;2021;11;14;2;3;6;4;0;0;0;1;0;0;1;1;POINT (13.53407828 52.43141756)
12;2021;12;7;3;3;2;6;1;0;1;0;0;0;0;0;POINT (13.3391524 52.59733433)
11;2021;12;19;7;3;2;6;2;0;1;0;0;0;0;1;POINT (13.51952676 52.50648211)
1;2021;12;19;4;3;2;1;2;0;1;0;0;0;0;2;POINT (13.33780641 52.55858678)
7;2021;12;12;2;3;2;6;0;0;1;0;0;0;0;0;POINT (13.34780692 52.4668176)
3;2021;12;5;4;3;8;1;2;0;0;0;1;0;0;1;POINT (13.46417028 52.56666028)
4;2021;12;14;7;3;1;7;0;0;1;0;0;0;0;1;POINT (13.30700856 52.52327792)
10;2021;12;19;7;3;5;2;2;0;1;0;0;0;1;0;POINT (13.58703309 52.54925586)
7;2021;12;17;3;3;6;2;2;0;1;1;0;0;0;1;POINT (13.40639647 52.39376273)
1;2021;12;6;5;3;6;4;2;0;1;1;0;0;0;0;POINT (13.37944605 52.55610619)
1;2021;12;7;4;3;0;6;2;0;1;0;1;0;0;1;POINT (13.41714373 52.52191317)
4;2021;11;16;1;3;6;4;2;0;1;1;0;0;0;1;POINT (13.3142922 52.50779892)
1;2021;12;7;2;3;0;7;0;0;1;0;1;1;0;1;POINT (13.34549035 52.52631312)
2;2021;12;20;4;3;2;1;2;0;1;0;0;0;0;2;POINT (13.42845664 52.51919899)
6;2021;12;6;2;3;5;3;1;0;1;0;0;0;0;0;POINT (13.30981664 52.43133264)
5;2021;12;14;5;3;0;1;0;0;0;0;1;0;0;0;POINT (13.26241737 52.54842579)
3;2021;12;8;6;2;5;3;0;1;0;0;0;0;0;0;POINT (13.3940032 52.59163818)
11;2021;11;5;2;3;6;2;2;0;1;1;0;0;0;1;POINT (13.52084779 52.56854309)
1;2021;12;16;7;2;6;4;2;0;1;1;0;0;0;1;POINT (13.38883497 52.55011119)
10;2021;12;19;1;3;6;2;2;0;1;1;0;0;0;1;POINT (13.58701779 52.52360471)
6;2021;12;15;3;3;5;7;1;0;1;0;0;0;0;0;POINT (13.27487853 52.46043587)
8;2021;12;17;5;3;2;4;2;1;1;1;0;0;0;0;POINT (13.42959607 52.48135183)
3;2021;12;8;4;3;4;6;0;0;1;0;0;0;1;2;POINT (13.41969604 52.59110471)
5;2021;12;17;4;3;6;4;1;0;1;1;0;0;0;1;POINT (13.19900173 52.53486787)
7;2021;12;15;1;3;6;4;0;0;1;1;0;0;0;0;POINT (13.4158648 52.45940996)
11;2021;12;20;7;3;2;6;2;0;1;0;0;0;1;2;POINT (13.4989711 52.56829016)
1;2021;12;21;3;3;6;7;2;0;1;1;0;0;0;1;POINT (13.38995614 52.55527181)
10;2021;12;11;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.62322031 52.53496789)
4;2021;12;11;4;3;5;3;0;1;0;0;0;0;1;0;POINT (13.30223816 52.54789185)
1;2021;12;19;4;3;5;2;2;1;1;0;0;0;0;0;POINT (13.39902001 52.53908174)
4;2021;12;19;5;2;5;3;2;1;1;0;0;0;0;0;POINT (13.30056107 52.50315602)
9;2021;12;22;5;2;0;1;2;0;1;0;0;0;0;2;POINT (13.64888233 52.40172462)
9;2021;12;17;2;3;4;3;2;0;1;0;0;0;0;0;POINT (13.53945031 52.40318809)
1;2021;12;20;4;3;5;7;2;1;1;0;0;0;0;1;POINT (13.39547438 52.52893898)
4;2021;12;7;3;3;1;5;0;1;0;0;0;0;1;0;POINT (13.31378039 52.47642556)
1;2021;12;18;4;3;3;2;2;1;1;0;0;0;0;0;POINT (13.37689139 52.51776014)
5;2021;12;0;7;3;6;4;2;0;1;1;0;0;0;0;POINT (13.19960463 52.53445739)
7;2021;11;20;1;3;6;4;2;0;0;1;0;0;1;0;POINT (13.38063723 52.48226185)
5;2021;12;16;7;3;6;4;2;0;1;1;0;0;0;1;POINT (13.20387243 52.54515399)
10;2021;12;14;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.5215949 52.52574526)
1;2021;12;21;7;3;6;4;2;0;0;1;0;0;1;1;POINT (13.38656389 52.52370593)
5;2021;12;16;5;2;6;4;2;0;1;1;0;0;0;1;POINT (13.18049088 52.55292715)
4;2021;12;14;2;3;6;2;1;0;1;1;0;0;0;1;POINT (13.28333287 52.51866735)
3;2021;12;16;5;3;1;5;1;1;1;0;0;0;0;1;POINT (13.40898608 52.53512985)
7;2021;12;16;5;3;8;1;1;0;0;0;0;0;1;2;POINT (13.35452865 52.49721121)
4;2021;12;9;1;3;0;3;0;1;0;0;0;0;1;2;POINT (13.29737556 52.51060047)
12;2021;11;7;2;2;6;4;1;0;1;1;0;0;0;1;POINT (13.32495477 52.5886721)
6;2021;12;19;1;3;6;2;2;0;1;1;0;0;0;0;POINT (13.26652813 52.43059086)
1;2021;12;15;2;3;0;2;1;0;1;0;0;0;1;1;POINT (13.4094782 52.52881493)
8;2021;12;10;6;3;5;7;0;0;1;0;0;0;0;1;POINT (13.43574555 52.45264855)
5;2021;12;16;4;3;6;2;1;0;1;1;0;0;0;1;POINT (13.19816983 52.53282077)
8;2021;12;8;7;3;5;3;0;1;0;0;0;0;1;1;POINT (13.44934237 52.47412765)
10;2021;12;18;3;2;5;3;2;0;1;0;0;0;0;1;POINT (13.64083154 52.52808698)
8;2021;12;13;4;3;0;4;0;0;1;1;0;0;1;0;POINT (13.42141541 52.48036449)
1;2021;12;16;3;3;2;6;2;0;1;0;0;0;0;0;POINT (13.40525831 52.51443639)
6;2021;11;8;2;2;5;2;0;1;0;0;0;1;0;1;POINT (13.29200511 52.45451395)
1;2021;12;21;6;3;5;7;2;0;1;0;1;0;0;1;POINT (13.38151893 52.55223968)
1;2021;12;8;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.34841483 52.54286198)
5;2021;12;10;6;3;6;2;0;0;1;1;0;0;0;1;POINT (13.18554196 52.55157)
4;2021;12;9;4;3;2;6;0;0;1;0;0;0;0;2;POINT (13.30255371 52.48846141)
6;2021;12;15;1;3;5;3;1;0;1;0;0;0;1;1;POINT (13.31910985 52.45450146)
4;2021;12;2;2;3;0;6;2;0;1;0;0;0;1;2;POINT (13.32988972 52.51032466)
4;2021;12;20;3;3;6;2;2;0;1;1;0;0;0;1;POINT (13.33024391 52.51324344)
12;2021;12;12;1;3;0;1;0;0;1;0;1;0;0;1;POINT (13.32740138 52.57565899)
6;2021;12;12;4;2;5;2;0;1;1;0;0;0;0;0;POINT (13.27854121 52.42994806)
11;2021;12;7;4;3;5;3;0;1;1;0;0;0;0;0;POINT (13.46779069 52.54633364)
12;2021;12;13;5;3;6;2;0;0;1;1;0;0;0;1;POINT (13.28506416 52.57573195)
1;2021;12;13;2;3;1;5;0;0;1;0;0;0;1;0;POINT (13.36155827 52.50008068)
9;2021;12;12;4;3;6;4;0;0;1;1;0;0;0;1;POINT (13.52447222 52.40603115)
7;2021;12;7;2;3;1;5;1;1;1;0;0;0;0;1;POINT (13.40085093 52.38690776)
5;2021;12;12;5;3;2;6;0;0;1;0;0;0;0;0;POINT (13.20162753 52.53445885)
3;2021;12;14;4;3;2;6;0;0;1;0;0;0;0;0;POINT (13.45095422 52.53819143)
10;2021;11;15;1;3;5;3;0;1;1;0;0;0;0;1;POINT (13.57440999 52.51311761)
4;2021;12;9;1;3;6;2;0;0;1;1;0;0;0;0;POINT (13.32034547 52.48638491)
7;2021;12;16;3;3;2;6;1;0;1;0;0;0;0;0;POINT (13.34394332 52.47112885)
2;2021;12;16;6;3;6;2;0;0;1;1;0;0;0;0;POINT (13.40910342 52.50179348)
3;2021;12;14;7;3;2;6;0;0;1;0;0;0;0;0;POINT (13.41506086 52.55383427)
10;2021;12;9;2;3;5;3;0;0;1;0;0;0;1;0;POINT (13.54141523 52.53458443)
6;2021;12;7;4;2;5;3;0;1;1;0;0;0;0;2;POINT (13.22909101 52.42586787)
4;2021;12;18;4;3;6;2;2;0;1;1;0;0;0;1;POINT (13.33171559 52.50547089)
6;2021;12;14;7;2;5;2;0;1;1;0;0;0;0;1;POINT (13.27776985 52.43191556)
2;2021;12;16;7;3;9;1;2;0;1;0;0;0;0;1;POINT (13.44055239 52.51683879)
1;2021;12;15;3;3;0;5;1;0;1;0;1;0;0;1;POINT (13.41968493 52.5185203)
1;2021;12;18;1;2;1;5;2;0;1;0;0;0;0;0;POINT (13.3769668 52.55772243)
2;2021;12;15;2;3;5;3;0;1;1;0;0;0;0;1;POINT (13.42295865 52.48684089)
1;2021;12;17;6;2;5;2;1;0;1;0;0;0;0;2;POINT (13.39603266 52.53824111)
10;2021;12;12;2;3;5;2;0;1;1;0;0;0;0;1;POINT (13.59176221 52.54497586)
7;2021;12;11;2;3;5;7;0;0;1;0;0;0;0;0;POINT (13.37836314 52.46618849)
10;2021;12;18;3;3;5;3;2;0;1;0;0;0;0;0;POINT (13.5486519 52.55794221)
5;2021;12;4;5;2;5;2;2;1;1;0;0;0;0;0;POINT (13.23259903 52.53942847)
8;2021;12;10;5;3;1;5;0;1;1;0;0;0;0;0;POINT (13.44756486 52.47793213)
6;2021;11;18;1;3;3;6;2;0;1;0;1;0;0;1;POINT (13.32596088 52.42793218)
5;2021;12;11;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.19900579 52.55345452)
8;2021;12;18;5;3;2;6;2;0;1;0;0;0;0;1;POINT (13.43372691 52.48205059)
3;2021;12;6;5;3;0;1;1;0;0;0;1;0;0;2;POINT (13.48548027 52.62136015)
1;2021;12;9;4;3;5;3;0;1;0;0;0;0;1;0;POINT (13.36967575 52.53491083)
7;2021;12;17;4;3;4;6;1;0;1;0;0;0;1;0;POINT (13.39170641 52.46571415)
1;2021;12;12;6;3;0;1;0;0;0;0;1;0;0;1;POINT (13.38832085 52.51995172)
6;2021;12;17;2;3;5;3;2;0;1;0;0;0;0;1;POINT (13.31935109 52.4265516)
6;2021;12;16;3;3;6;2;2;0;1;1;0;0;0;1;POINT (13.36265897 52.43659251)
8;2021;12;9;5;3;6;2;0;0;0;1;0;0;1;1;POINT (13.49620299 52.4157517)
1;2021;12;19;5;3;5;3;2;1;1;0;0;0;0;1;POINT (13.39116386 52.55028939)
1;2021;11;16;1;3;6;4;1;0;1;1;0;0;0;1;POINT (13.42382724 52.51662243)
4;2021;12;23;7;1;9;1;2;0;1;0;0;1;0;1;POINT (13.30800605 52.48898078)
10;2021;12;7;3;3;2;2;0;0;1;0;0;0;0;0;POINT (13.51930631 52.52877791)
11;2021;12;10;1;2;6;4;0;0;1;1;0;0;0;1;POINT (13.46549424 52.53073876)
4;2021;12;16;1;3;6;4;2;0;0;1;0;0;1;1;POINT (13.32936923 52.50346903)
6;2021;12;18;4;3;5;2;2;0;1;0;0;0;0;2;POINT (13.32747132 52.4183584)
9;2021;12;11;4;2;6;4;0;0;1;1;0;0;0;1;POINT (13.58621993 52.42540688)
8;2021;12;14;7;3;5;3;0;0;1;0;1;0;0;1;POINT (13.50912465 52.40277595)
12;2021;12;9;1;3;8;1;0;0;1;0;0;0;0;2;POINT (13.326485 52.56205354)
1;2021;11;14;2;3;3;6;1;0;1;0;0;0;1;1;POINT (13.35085803 52.51123438)
1;2021;12;12;1;2;6;2;0;0;1;1;0;0;0;0;POINT (13.38070528 52.51662691)
4;2021;12;16;2;2;6;4;1;0;1;1;0;0;0;1;POINT (13.33092654 52.50106998)
12;2021;12;13;6;3;5;3;0;0;1;0;0;0;0;1;POINT (13.2952539 52.586953)
2;2021;12;13;2;3;5;2;0;0;1;0;1;0;0;0;POINT (13.46957162 52.52038926)
6;2021;12;16;2;3;2;6;2;0;1;0;0;0;0;2;POINT (13.29919075 52.41224032)
2;2021;12;17;2;3;6;4;2;0;1;1;0;0;0;0;POINT (13.45704827 52.51634359)
9;2021;12;16;4;3;9;1;0;0;1;1;0;0;0;0;POINT (13.57441949 52.44433931)
9;2021;12;10;4;3;6;7;0;0;1;1;0;0;0;0;POINT (13.58009862 52.41642267)
8;2021;11;6;1;3;5;3;2;1;1;0;0;0;0;1;POINT (13.42118011 52.4673739)
12;2021;12;16;3;3;2;6;2;0;1;0;0;0;0;0;POINT (13.29586315 52.59720324)
7;2021;12;17;6;3;2;6;1;0;1;0;0;0;0;1;POINT (13.39396975 52.48399318)
5;2021;12;15;5;3;9;1;0;0;1;0;0;0;0;1;POINT (13.20870562 52.53849861)
7;2021;12;18;1;3;6;2;2;0;1;1;0;0;0;1;POINT (13.36800821 52.45965892)
10;2021;12;18;6;3;5;2;2;0;1;0;0;0;1;0;POINT (13.56617361 52.5342278)
5;2021;11;7;2;2;6;4;2;0;1;1;0;0;0;1;POINT (13.1802995 52.49261987)
4;2021;12;15;1;3;5;2;0;1;1;0;0;0;0;0;POINT (13.32030756 52.4843298)
3;2021;12;16;1;3;5;3;2;1;1;0;0;0;0;1;POINT (13.39244 52.57252736)
6;2021;12;9;3;3;8;1;0;0;0;0;1;0;0;1;POINT (13.29994739 52.42118825)
2;2021;12;20;3;3;5;3;2;1;1;0;0;0;0;1;POINT (13.43005877 52.50347222)
1;2021;12;19;4;3;5;2;2;0;1;0;0;0;0;1;POINT (13.4097017 52.52260864)
9;2021;12;14;1;3;2;6;0;0;1;0;0;0;0;1;POINT (13.54089381 52.43560137)
7;2021;12;18;1;3;2;6;2;0;1;0;0;0;0;0;POINT (13.37661482 52.46028022)
9;2021;12;17;4;2;5;3;2;1;0;0;0;0;1;0;POINT (13.571845 52.43025279)
3;2021;12;14;2;3;5;2;0;0;1;0;0;0;0;0;POINT (13.42955282 52.57186148)
9;2021;11;9;2;3;6;4;0;1;0;1;0;0;0;1;POINT (13.52566811 52.45885405)
5;2021;12;6;7;3;1;5;1;0;1;0;0;0;0;0;POINT (13.19737422 52.51598153)
1;2021;12;1;1;3;1;5;2;0;1;0;0;0;1;1;POINT (13.36996568 52.53465876)
9;2021;12;5;2;3;5;3;2;0;1;0;0;0;1;1;POINT (13.51010202 52.45365481)
1;2021;12;5;5;3;5;3;2;0;1;0;0;0;0;1;POINT (13.34949466 52.54494706)
2;2021;12;18;4;3;5;3;2;1;1;0;0;0;0;1;POINT (13.44384546 52.50008567)
4;2021;12;11;1;3;5;3;0;0;1;0;0;0;0;0;POINT (13.32218932 52.51456905)
1;2021;12;23;1;3;1;5;2;0;1;0;0;0;1;0;POINT (13.40318955 52.52474836)
1;2021;12;17;3;3;6;7;1;0;1;1;0;0;0;0;POINT (13.37326068 52.50856863)
1;2021;12;13;1;3;5;3;0;0;1;0;1;0;0;0;POINT (13.34316556 52.5565338)
1;2021;12;7;4;3;0;1;0;1;0;0;0;0;0;1;POINT (13.37057085 52.54550672)
10;2021;12;19;5;2;0;7;2;0;0;0;1;0;0;1;POINT (13.57504806 52.56020675)
12;2021;12;21;6;3;3;2;2;1;1;0;0;0;0;1;POINT (13.30960036 52.58387487)
2;2021;12;18;1;3;2;6;2;0;1;0;0;0;0;0;POINT (13.42917116 52.52309156)
9;2021;12;0;2;3;0;1;2;0;0;0;0;0;1;2;POINT (13.45200695 52.48642973)
10;2021;12;13;6;2;5;2;0;0;1;0;0;0;0;1;POINT (13.59158109 52.54482503)
1;2021;12;8;3;3;5;2;0;1;1;0;0;0;0;1;POINT (13.35857368 52.55416487)
2;2021;12;16;4;3;6;2;2;0;1;1;0;0;0;0;POINT (13.43532705 52.51471203)
1;2021;12;4;6;3;3;6;2;1;1;0;0;0;0;1;POINT (13.39904874 52.53237996)
5;2021;11;17;1;3;6;4;1;0;1;1;0;0;0;1;POINT (13.20961566 52.55154162)
2;2021;12;19;2;3;0;1;2;0;0;0;1;0;0;2;POINT (13.42007376 52.49646117)
11;2021;12;18;7;3;0;7;2;0;1;0;0;0;0;1;POINT (13.48044224 52.50590173)
9;2021;12;8;3;3;5;3;0;0;1;0;0;0;0;0;POINT (13.54658961 52.41872177)
3;2021;12;7;1;3;2;6;1;0;1;0;0;0;0;1;POINT (13.48521553 52.64861734)
12;2021;12;16;5;2;6;4;2;0;1;1;0;0;0;1;POINT (13.32199917 52.56549173)
1;2021;12;18;5;3;6;7;2;0;0;1;0;0;1;0;POINT (13.39817002 52.52705235)
2;2021;11;17;2;3;5;2;2;0;1;0;0;0;1;1;POINT (13.39498797 52.49614997)
1;2021;12;15;7;3;6;2;2;0;1;1;0;0;0;1;POINT (13.3303259 52.52727814)
1;2021;12;20;2;3;5;2;2;0;1;0;0;0;0;1;POINT (13.37121575 52.51112858)
6;2021;12;17;5;2;6;4;2;0;1;1;0;0;0;0;POINT (13.30229768 52.45724106)
7;2021;12;16;4;2;6;4;2;0;1;1;0;0;0;1;POINT (13.3743894 52.42327908)
1;2021;12;15;1;3;5;2;0;1;1;0;0;0;0;0;POINT (13.3498684 52.53598641)
3;2021;12;13;3;3;1;5;0;0;0;0;0;1;1;1;POINT (13.41632159 52.53476816)
5;2021;12;9;3;3;3;6;0;0;1;0;0;0;0;1;POINT (13.22654265 52.53756992)
6;2021;12;15;2;3;6;4;1;0;0;1;0;0;1;0;POINT (13.32742995 52.42834256)
4;2021;12;17;3;3;2;6;1;0;1;0;0;0;0;0;POINT (13.30834532 52.48875141)
11;2021;12;14;4;3;5;3;0;0;1;0;0;0;1;0;POINT (13.47957946 52.52667724)
6;2021;12;15;6;3;0;4;0;0;1;1;0;0;0;0;POINT (13.29400801 52.44824917)
6;2021;12;8;2;3;5;3;0;1;1;0;0;0;0;0;POINT (13.31866902 52.45442049)
9;2021;12;17;4;3;2;6;2;0;1;0;0;0;0;1;POINT (13.55914642 52.44837426)
9;2021;12;9;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.5428179 52.43598944)
10;2021;12;15;1;3;5;2;1;0;0;0;0;0;1;1;POINT (13.60705006 52.49011384)
6;2021;12;20;5;3;5;2;2;0;1;0;0;0;0;0;POINT (13.31568466 52.41656171)
2;2021;12;8;4;3;0;7;0;1;0;0;0;0;0;1;POINT (13.41826684 52.49574194)
1;2021;12;4;6;3;6;7;2;0;1;1;0;0;0;0;POINT (13.39058686 52.51484718)
12;2021;11;16;1;2;6;2;1;0;0;1;0;1;0;1;POINT (13.35180821 52.57362826)
6;2021;12;14;7;3;5;2;0;0;1;0;0;0;0;1;POINT (13.22982575 52.43102984)
7;2021;12;15;3;3;1;7;1;0;1;0;0;0;0;0;POINT (13.38458439 52.47248736)
1;2021;12;11;7;3;5;3;0;0;1;0;0;0;0;1;POINT (13.42438646 52.51353179)
2;2021;12;15;4;3;2;6;0;0;1;0;0;0;0;1;POINT (13.39830882 52.49840118)
8;2021;12;10;6;3;5;3;0;0;1;0;1;0;0;1;POINT (13.43672645 52.45711647)
5;2021;12;14;2;3;1;5;0;1;1;0;0;0;0;2;POINT (13.17736162 52.54730308)
12;2021;12;13;2;3;2;2;0;0;1;0;0;0;0;0;POINT (13.31176939 52.558766)
4;2021;12;8;3;2;1;5;0;0;1;0;0;0;0;0;POINT (13.242435 52.51255151)
8;2021;12;13;5;3;5;3;0;1;1;0;0;0;0;0;POINT (13.43794513 52.48287124)
1;2021;12;21;6;3;2;6;2;0;1;0;0;0;0;1;POINT (13.38347617 52.55143275)
6;2021;11;7;2;3;6;7;0;0;1;1;0;0;0;1;POINT (13.35597741 52.44887108)
12;2021;12;18;2;3;2;6;2;0;1;0;0;0;0;0;POINT (13.30427867 52.60105559)
11;2021;12;9;7;3;5;2;0;0;1;0;0;0;1;0;POINT (13.51242569 52.55509281)
2;2021;12;13;4;3;5;2;0;1;1;0;0;0;0;0;POINT (13.38283137 52.50418125)
8;2021;12;18;1;3;1;5;2;1;1;0;0;0;0;1;POINT (13.43000879 52.4697683)
7;2021;12;10;5;3;5;3;0;0;1;0;0;0;1;1;POINT (13.39587788 52.3970078)
5;2021;12;20;6;3;5;3;2;0;1;0;1;0;0;0;POINT (13.2075691 52.53259532)
9;2021;12;11;7;3;6;7;0;0;1;1;0;0;0;0;POINT (13.47874948 52.45181122)
12;2021;12;15;3;3;2;6;0;0;1;0;0;0;0;1;POINT (13.30235065 52.61772651)
4;2021;12;17;1;3;2;6;2;0;1;0;0;0;0;0;POINT (13.31742125 52.50544537)
4;2021;12;7;4;3;2;6;2;0;1;0;0;0;1;1;POINT (13.29731627 52.54800264)
10;2021;12;11;6;3;5;3;0;0;1;0;0;0;0;1;POINT (13.61271831 52.51047907)
1;2021;12;0;3;3;6;2;2;0;1;1;0;0;0;0;POINT (13.37725714 52.55363858)
6;2021;12;6;1;3;4;6;1;1;0;0;0;0;1;1;POINT (13.33869228 52.46624791)
6;2021;12;21;2;2;6;2;2;0;1;1;0;0;0;1;POINT (13.32505788 52.42805957)
5;2021;12;10;4;3;9;1;0;0;0;0;1;0;0;0;POINT (13.20756891 52.55570389)
7;2021;12;11;3;3;5;3;0;0;1;0;0;0;1;0;POINT (13.3853906 52.46712283)
12;2021;12;16;4;3;5;2;2;0;1;0;0;0;0;0;POINT (13.29794475 52.57818881)
3;2021;12;9;5;3;2;2;0;0;1;0;0;0;1;0;POINT (13.41901192 52.53053264)
7;2021;12;12;5;3;1;5;0;0;1;0;0;0;0;1;POINT (13.39861994 52.46493662)
4;2021;12;2;2;3;2;6;2;0;1;0;0;0;0;1;POINT (13.33371932 52.50424352)
4;2021;12;11;4;3;5;2;0;1;1;0;0;0;0;1;POINT (13.27344992 52.49996881)
11;2021;12;18;4;3;8;1;2;0;1;0;0;0;0;2;POINT (13.51427163 52.535184)
6;2021;12;9;5;3;6;7;0;0;1;1;0;0;0;0;POINT (13.26481146 52.41926765)
2;2021;11;15;1;2;0;1;0;0;0;0;1;0;0;1;POINT (13.46373072 52.51068661)
7;2021;12;18;6;3;6;2;2;0;1;1;0;0;0;1;POINT (13.37060939 52.47042042)
1;2021;12;10;2;3;5;3;0;0;1;0;0;0;0;0;POINT (13.37723259 52.55118807)
1;2021;12;14;7;3;0;1;0;1;0;0;0;0;0;0;POINT (13.38358985 52.53013849)
2;2021;12;16;6;2;5;2;1;1;1;0;0;0;0;1;POINT (13.39642275 52.49132395)
11;2021;12;16;5;2;5;3;2;0;1;0;1;0;0;0;POINT (13.50570761 52.54644525)
12;2021;12;10;4;3;5;3;0;0;1;0;0;0;0;2;POINT (13.3180961 52.58936114)
1;2021;12;19;4;3;2;6;2;0;1;0;0;0;0;1;POINT (13.41474699 52.50764849)
12;2021;12;9;1;3;0;1;0;0;0;0;0;0;1;0;POINT (13.29400554 52.57600679)
11;2021;12;10;6;3;5;2;0;0;1;0;0;0;1;0;POINT (13.50564836 52.54878281)
8;2021;11;16;2;3;2;7;2;1;1;0;0;0;0;1;POINT (13.43998737 52.47769015)
3;2021;12;11;2;3;0;2;0;1;0;0;1;0;0;0;POINT (13.41711296 52.53287417)
5;2021;12;17;2;3;2;6;1;0;1;0;0;0;0;0;POINT (13.18082878 52.50998421)
11;2021;12;1;5;3;9;1;2;0;1;0;0;0;0;1;POINT (13.49334284 52.50159778)
8;2021;12;18;1;3;6;2;2;0;0;1;0;0;1;1;POINT (13.44800532 52.47788289)
8;2021;12;15;5;3;0;6;1;0;1;0;0;0;1;0;POINT (13.45585054 52.43037328)
11;2021;12;14;4;3;5;2;0;0;1;0;0;0;0;1;POINT (13.51914709 52.50973892)
1;2021;12;7;5;3;0;7;0;1;0;0;0;0;0;2;POINT (13.38528932 52.52014868)
1;2021;12;20;1;2;6;2;2;0;1;1;0;0;0;1;POINT (13.35906251 52.54655273)
8;2021;12;10;3;3;5;2;0;1;1;0;0;0;0;1;POINT (13.4324246 52.47014968)
7;2021;12;16;1;2;5;3;1;1;1;0;0;0;0;1;POINT (13.34628313 52.49607774)
9;2021;12;15;4;3;2;6;1;0;1;0;0;0;1;1;POINT (13.62597572 52.45916079)
1;2021;12;17;5;3;5;2;2;1;1;0;0;0;0;0;POINT (13.38745344 52.53350142)
2;2021;12;18;3;3;5;2;2;1;1;0;0;0;0;0;POINT (13.47259981 52.50866037)
7;2021;12;19;7;3;6;2;2;0;1;1;0;0;0;1;POINT (13.340801 52.49931519)
1;2021;12;17;2;3;2;6;2;0;1;0;0;0;0;1;POINT (13.34893186 52.51510609)
12;2021;12;9;3;3;5;3;0;1;1;0;0;0;0;0;POINT (13.28592983 52.59513228)
9;2021;12;17;4;3;5;3;2;0;1;0;0;0;0;0;POINT (13.53253629 52.42889421)
1;2021;12;0;5;2;5;3;2;0;1;0;0;0;0;0;POINT (13.31599219 52.52588453)
1;2021;12;15;6;3;6;4;1;1;0;1;0;0;0;1;POINT (13.41305236 52.50858393)
4;2021;12;17;2;3;5;2;2;1;1;0;0;0;0;0;POINT (13.30073375 52.50321002)
9;2021;12;10;4;3;2;2;0;0;1;0;0;0;1;1;POINT (13.51436245 52.46872474)
